,model generator module name,encoder type,decoder type,encoder weights,desired input size,pretrained,lr backbone,lr head,optimizer,hidden size,batch size,log segmentation masks,in chans,input size,generate experiment dir,experiment name,experiment type,benchmark dir,benchmark name,partition name,tasks,seed,log dir,best step,score,convergence time,train loss,epoch,test FBeta,val loss,val metric,val FBeta,test loss,test metric,train metric,train FBeta,dataset,exp dir,csv log dir,model,date str,date
2072,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.001202384991209872,0.0017585318652680194,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,1.00x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",10,/mnt/data/experiments/nils/camera_segmentation_seeds/1.00x_train_segmentation_v0.4_11-07-2023_16:20:41resnet50_Unet/m-pv4ger-seg/seed_10/csv_logs/version_2,55975,0.9450073970688712,28032.0,0.023092633113265,595,0.981593370437622,0.0660233944654464,0.944916009902954,0.981757879257202,0.0684283301234245,0.9395701885223388,0.9748849868774414,0.9918313026428224,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/1.00x train segmentation v0.4 11-07-2023 16:20:41resnet50 Unet/m-pv4ger-seg/seed 10,/mnt/data/experiments/nils/camera segmentation seeds/1.00x train segmentation v0.4 11-07-2023 16:20:41resnet50 Unet/m-pv4ger-seg/seed 10/csv logs/version 2,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2073,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.001202384991209872,0.0017585318652680194,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,1.00x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,1.00x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",11,/mnt/data/experiments/nils/camera_segmentation_seeds/1.00x_train_segmentation_v0.4_11-07-2023_16:20:41resnet50_Unet/m-pv4ger-seg/seed_11/csv_logs/version_0,56046,0.9432648089196946,43136.0,0.0232830494642257,596,0.98213529586792,0.0718154311180114,0.942849576473236,0.9810149669647216,0.0683290362358093,0.9412493705749512,0.974796712398529,0.9918006062507628,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/1.00x train segmentation v0.4 11-07-2023 16:20:41resnet50 Unet/m-pv4ger-seg/seed 11,/mnt/data/experiments/nils/camera segmentation seeds/1.00x train segmentation v0.4 11-07-2023 16:20:41resnet50 Unet/m-pv4ger-seg/seed 11/csv logs/version 0,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2134,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",0,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_0/csv_logs/version_1,7411,0.9448080195320978,6016.0,0.0141001855954527,157,0.9807031750679016,0.066042423248291,0.944463849067688,0.981606423854828,0.0711953341960907,0.9365496039390564,0.9757287502288818,0.9920389652252196,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 0,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 0/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2135,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",1,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_1/csv_logs/version_1,24483,0.9458869695663452,29952.0,0.0107850674539804,520,0.9821056127548218,0.0810446813702583,0.9456857442855836,0.9820109009742736,0.0832977294921875,0.94106924533844,0.9859251976013184,0.995415210723877,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 1,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 1/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2136,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",2,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_2/csv_logs/version_1,19562,0.945816437403361,16640.0,0.0109932767227292,416,0.981333315372467,0.076980248093605,0.9456255435943604,0.9819754362106324,0.0807139426469802,0.938855767250061,0.9841262102127076,0.9948235750198364,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 2,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 2/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2137,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",3,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_3/csv_logs/version_1,24978,0.9467853307723999,25472.0,0.008844394236803,531,0.9816654920578004,0.0784789845347404,0.946833610534668,0.9823690056800842,0.0827064961194992,0.939839005470276,0.9860525727272034,0.9954583048820496,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 3,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 3/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2138,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",4,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_4/csv_logs/version_1,12827,0.9438152644369336,14592.0,0.0157557465136051,272,0.9812160134315492,0.0749668255448341,0.9434168934822084,0.9812379479408264,0.0754042938351631,0.9383227825164796,0.9807923436164856,0.9937214255332948,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 4,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 4/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2139,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",5,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_5/csv_logs/version_0,11511,0.9450413518481784,8576.0,0.0131198102608323,244,0.981161653995514,0.0717371106147766,0.9447569847106934,0.9817158579826356,0.0740826353430748,0.9381853342056274,0.9802797436714172,0.9935522079467772,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 5,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 5/csv logs/version 0,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2140,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",6,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_6/csv_logs/version_1,28091,0.9472052322493658,25088.0,0.0067947944626212,597,0.9818289875984192,0.0830803290009498,0.9471752643585204,0.982483685016632,0.0883203148841857,0.9404544830322266,0.9872126579284668,0.995839536190033,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 6,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 6/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2141,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",7,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_7/csv_logs/version_1,10596,0.9460280736287435,11520.0,0.016553346067667,225,0.981098175048828,0.0679323822259903,0.9459681510925292,0.9820666909217834,0.0744295194745063,0.9381061792373656,0.9786953926086426,0.9930287003517152,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 7,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 7/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
2142,geobench exp.torch toolbox.model generators.py segmentation generator,ResNet50-timm,Unet,imagenet,224,True,0.007366572714499183,0.00018815762291966596,sgd,512,32,False,3,"[3, 224, 224]",/mnt/data/experiments/nils/camera segmentation sweeps,0.50x train,seeded runs,/mnt/data/cc benchmark/segmentation v0.4,segmentation v0.4,0.50x train,"['m-pv4ger-seg', 'm-chesapeake', 'm-cashew-plant', 'm-SA-crop-type', 'm-nz-cattle', 'm-NeonTree']",8,/mnt/data/experiments/nils/camera_segmentation_seeds/0.50x_train_segmentation_v0.4_11-07-2023_16:21:53resnet50_Unet/m-pv4ger-seg/seed_8/csv_logs/version_1,13427,0.9436577161153159,14336.0,0.0175581835210323,285,0.981543242931366,0.0759460255503654,0.943327784538269,0.9811578392982484,0.0717131793498992,0.9395662546157836,0.9809165000915528,0.9937628507614136,m-pv4ger-seg,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 8,/mnt/data/experiments/nils/camera segmentation seeds/0.50x train segmentation v0.4 11-07-2023 16:21:53resnet50 Unet/m-pv4ger-seg/seed 8/csv logs/version 1,ResNet50-U-Net-timm,11-07-2023,2023-11-07
